"evidence","login","id","savingTime","clientTime","uxLang","parameter","recommendedId","recommendedVideoId","recommendedAuthor","recommendedTitle","recommendedLength","recommendedDisplayL","recommendedLengthText","recommendedPubTime","recommendedRelativeS","recommendedViews","recommendedForYou","recommendedVerified","recommendationOrder","recommendedKind","watchedVideoId","watchedTitle","watchedAuthor","watchedChannel","watchedPubTime","watchedViews","watchedLike","watchedDislike","hoursOffset","experiment","pseudonym","step","top20","isAPItoo","thumbnail","qualitative"
7,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","4846cd01847596490ec43bd870877f761cc39363","yXWw0_UfSFg","MrBeast","Anything You Can Fit In The Circle I’ll Pay For",72000,"20:00","20 minutes",2020-03-11T17:09:25.000Z,1209600,29457,"true","true",8,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/yXWw0_UfSFg/mqdefault.jpg","off-topic"
8,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","2f74fc46920d9a6ac3ae9e2615b131122aab618a","7k20VFZeLKY","Alabama Department of Archives & History","1918 influenza pandemic survivor interview: Mrs. Edna Register Boone",39660,"11:01","11 minutes, 1 second",2013-03-25T17:09:25.000Z,220924800,493516,"true","true",9,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/7k20VFZeLKY/mqdefault.jpg","linked"
9,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","039825860e000b25a197c60759fbbd7ebb78865b","6C-wfV27bzI","Back Intelligence","How To Fix Forward Head Posture - 3 Easy Exercises (From a Chiropractor)",36720,"10:12","10 minutes, 12 seconds",2018-03-25T16:09:25.000Z,63072000,1372,"true","true",10,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/6C-wfV27bzI/mqdefault.jpg","off-topic"
10,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","44dbc6e5525aa647d5b3a9e00b987b92fc44fc9e","G9oqvJ3iXGI","Channel 4 News","Coronavirus survivor reveals what it’s like to have Covid-19",29460,"8:11","8 minutes, 11 seconds",2020-03-11T17:09:25.000Z,1209600,10056,"false","true",11,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/G9oqvJ3iXGI/mqdefault.jpg","relevant"
11,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","bece487b65c8e506302dacdfe65420b6c2302368","dvCkw87FLZk","Yad Vashem","Roots of Nazi Ideology",39660,"11:01","11 minutes, 1 second",2016-03-25T17:09:25.000Z,126230400,307142,"true","true",12,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/dvCkw87FLZk/mqdefault.jpg","linked"
12,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","472a934d2f8cf3244c30ad195f549ec155129ea7","2JsWf-2nN1Y","Guardian News","Coronavirus: how do I know if I’m infected and what happens next?",7800,"2:10","2 minutes, 10 seconds",2020-03-21T17:09:25.000Z,345600,973019,"false","true",13,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","true","https://i.ytimg.com/vi/2JsWf-2nN1Y/mqdefault.jpg","relevant"
13,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","517ab82f6ef882896e42459f54729e58b6edc541","bbhiYH3sRk4","NBC News","Watch Full Coronavirus Coverage - March 25 | NBC News Now (Live Stream)","","","",2020-03-24T23:09:25.000Z,64800,294278,"false","true",14,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/bbhiYH3sRk4/mqdefault.jpg","relevant"
14,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","98010108014ce5ae153c8ab0fa5769f5655c216b","T7TGH2rO9-Y","TRT World","My coronavirus story: a survivor shares her story",19680,"5:28","5 minutes, 28 seconds",2020-03-19T17:09:25.000Z,518400,389402,"false","true",15,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","true","https://i.ytimg.com/vi/T7TGH2rO9-Y/mqdefault.jpg","relevant"
15,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","87469401425f47a8f35f4fd186d351ff4353d1d0","qju0CozuKJQ","FOX 10 Phoenix","LIVE: President Donald Trump Briefing | 5:00pm Eastern","","","",2020-03-25T13:09:25.000Z,14400,18315,"false","true",16,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/qju0CozuKJQ/mqdefault.jpg","linked"
16,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","34137140480741296815dc74953e869bd64a8426","dkozG3IcXUU","Channel 4 News","Italian doctor on how virus ’exploded’, having coronavirus & how to fight it",48420,"13:27","13 minutes, 27 seconds",2020-03-22T17:09:25.000Z,259200,1851,"false","true",17,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","true","https://i.ytimg.com/vi/dkozG3IcXUU/mqdefault.jpg","relevant"
17,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","aafc97f388956965579e9f2cf526d7a288e4abde","TPpoJGYlW54","Vox","How wildlife trade is linked to coronavirus",31740,"8:49","8 minutes, 49 seconds",2020-03-11T17:09:25.000Z,1209600,19564,"false","true",18,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/TPpoJGYlW54/mqdefault.jpg","relevant"
18,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","4a7c3349022bdf7b09a22ec98f339e987c11501d","ddlRvqhGdPk","Los Angeles Times","The Science Behind the Coronavirus, the complete series",119700,"33:15","33 minutes",2020-03-19T17:09:25.000Z,518400,1166,"false","true",19,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/ddlRvqhGdPk/mqdefault.jpg","relevant"
19,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","5811e060feb9df73a921bceea0dd194c22017e8a","IkvMQi82fSg","DW News","US deemed next Coronavirus epicenter, agrees on $2 trillion dollar stimulus package | Corona Update",44160,"12:16","12 minutes, 16 seconds",2020-03-25T10:09:25.000Z,25200,109308,"false","true",20,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","true","false","https://i.ytimg.com/vi/IkvMQi82fSg/mqdefault.jpg","relevant"
20,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","70235dabde39711a0d8aecef8c65c696556cc735","229zM-xTw7E","PBS NewsHour","WATCH LIVE: Senate to vote on coronavirus relief bill - March 25, 2020","","","",2020-03-25T15:09:25.000Z,7200,2016,"false","true",21,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/229zM-xTw7E/mqdefault.jpg","relevant"
21,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","2c03d67eaaa81ab289309395728c082005a5eb79","4lpvrBAUx6o","Kenya CitizenTV","American woman who survived COVID-19 shares her story | NEWSNIGHT |",29700,"8:15","8 minutes, 15 seconds",2020-03-18T17:09:25.000Z,604800,188839,"false","true",22,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/4lpvrBAUx6o/mqdefault.jpg","relevant"
22,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","b10d292dd62c85225284ef90cdfbd07470b040e0","S0U5kzYWbSE","DW News","India imposes world’s biggest Coronavirus lockdown | DW News",19140,"5:19","5 minutes, 19 seconds",2020-03-25T11:09:25.000Z,21600,131906,"false","true",23,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/S0U5kzYWbSE/mqdefault.jpg","relevant"
23,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","f33260138a3e2fdd75c49c61c0fb2950d01f4369","28ZN0wsfBpk","Channel 4 News","Intensive care doctor warns of ’tsunami’ of UK coronavirus cases - says we ’won’t cope’ | COVID-19",25740,"7:09","7 minutes, 9 seconds",2020-03-25T13:09:25.000Z,14400,33224,"false","true",24,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/28ZN0wsfBpk/mqdefault.jpg","relevant"
24,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","fe341911148c21c43ee7d265dd9630fcfcdcf17f","EJDYz2Cd9dE","BBC News","Coronavirus: sharp rise in UK death toll as hospitals prepare for a surge in cases - BBC News",38940,"10:49","10 minutes, 49 seconds",2020-03-24T23:09:25.000Z,64800,1045,"false","true",25,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/EJDYz2Cd9dE/mqdefault.jpg","relevant"
25,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","65a864f0dfda1f3ceeb4d608407bfae9e527c666","yTCOSqHxV7M","Evening Standard","Trump accused of ’meltdown’ after clashing with reporters in coronavirus press conference",11100,"3:05","3 minutes, 5 seconds",2020-03-21T17:09:25.000Z,345600,437258,"false","true",26,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/yTCOSqHxV7M/mqdefault.jpg","linked"
26,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","01291065d0f796664017ef997cd4790c63093407","lX-G6zKMajk","60 Minutes Australia","Inside the overcrowded ICU hospitals on front line of Italy’s COVID-19 crisis | 60 Minutes Australia",34620,"9:37","9 minutes, 37 seconds",2020-03-24T17:09:25.000Z,86400,660676,"false","true",27,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/lX-G6zKMajk/mqdefault.jpg","relevant"
27,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","46fafd182f04f9c2290758b6fc5e594dd3737f4a","JGTtGCq9grE","TED","Why COVID-19 is hitting us now -- and how to prepare for the next outbreak | Alanna Shaikh",58800,"16:20","16 minutes",2020-03-18T17:09:25.000Z,604800,724434,"false","true",28,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/JGTtGCq9grE/mqdefault.jpg","relevant"
28,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","e386ce67b1d4b892a0d37ff16d6edaf5ac785730","ZIAHa2aGf34","NBC News","NBC Nightly News Broadcast (Full) - March 24th, 2020 | NBC Nightly News",70680,"19:38","19 minutes",2020-03-25T04:09:25.000Z,46800,893412,"false","true",29,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/ZIAHa2aGf34/mqdefault.jpg","linked"
29,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","aeb2fc9ab689445816677e261f09cd9b42fab842","2z43pyFpCu8","BBC News","Coronavirus: Italy virus deaths rise but infections slow again  - BBC News",11400,"3:10","3 minutes, 10 seconds",2020-03-24T20:09:25.000Z,75600,611825,"false","true",30,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/2z43pyFpCu8/mqdefault.jpg","relevant"
30,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","46c7c08a3509d2ba0edea3af0ed7276a3972a0a7","C1sbp5oyVh4","Russell Brand","Coronavirus: What Has It Revealed? | Russell Brand",46440,"12:54","12 minutes, 54 seconds",2020-03-18T17:09:25.000Z,604800,1070,"false","true",31,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/C1sbp5oyVh4/mqdefault.jpg","relevant"
31,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","b334a51f7f918112b9d5d7c7d4aed6e607bacf13","GUWKL3Fu9WA","BBC News","Global coronavirus cases surpassed 400,000  - BBC News",68040,"18:54","18 minutes",2020-03-25T11:09:25.000Z,21600,360801,"false","true",32,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/GUWKL3Fu9WA/mqdefault.jpg","relevant"
32,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","9b020e0b54cf20b7aa6a546c8d3aa5b0348c93eb","SoC-EMmh8Yk","BBC News","Queen still ’in good health’ - BBC News",27000,"7:30","7 minutes, 30 seconds",2020-03-25T12:09:25.000Z,18000,67991,"false","true",33,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/SoC-EMmh8Yk/mqdefault.jpg","linked"
33,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","cf3b2ae30159e270b5b75f10431128401f93e9bf","GIcCypc3bmU","DW News","Italy’s death toll falls for the second consecutive day | Coronavirus Update",48420,"13:27","13 minutes, 27 seconds",2020-03-24T19:09:25.000Z,79200,831676,"false","true",34,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/GIcCypc3bmU/mqdefault.jpg","relevant"
34,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","a1fa3cff3c790fdac4ec33ecf88cb9e358a1bc71","AJRMEmvMB24","Sky News","21-year-old with no underlying health concerns dies from COVID-19",7680,"2:08","2 minutes, 8 seconds",2020-03-25T14:09:25.000Z,10800,36270,"false","true",35,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/AJRMEmvMB24/mqdefault.jpg","relevant"
35,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","923b34a6d3c17abb12920bca6202e88ba25e3a68","ZBXSC30pmQY","BBC News","Coronavirus: Spain’s death toll surpasses China’s - BBC News",8940,"2:29","2 minutes, 29 seconds",2020-03-25T15:09:25.000Z,7200,13968,"false","true",36,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/ZBXSC30pmQY/mqdefault.jpg","relevant"
36,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","4b7e76eb234eef1089d62822afb2ebb273bbf7f9","pNr8pc62kQk","Channel 4 News","Has lockdown come too late - as UK records biggest daily rise in virus deaths?",14940,"4:09","4 minutes, 9 seconds",2020-03-24T20:09:25.000Z,75600,150088,"false","true",37,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/pNr8pc62kQk/mqdefault.jpg","relevant"
37,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","a8ede2390480daabfc9424456eced8be3fb1ac8d","jp1A-jfwW-Q","CBSDFW","Allergies Or Coronavirus? Here Are Some Clues",8160,"2:16","2 minutes, 16 seconds",2020-03-21T17:09:25.000Z,345600,3784,"false","true",38,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/jp1A-jfwW-Q/mqdefault.jpg","relevant"
38,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","53cf8240e3efcd96863540e0e0fa24fcc2657765","igfsf096n3M","BBC News","Coronavirus: UK to open temporary hospital with military help - BBC News",97560,"27:06","27 minutes",2020-03-24T18:09:25.000Z,82800,485799,"false","true",39,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/igfsf096n3M/mqdefault.jpg","relevant"
39,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","2cc648a69ccecb9c709bd47b4963230da2e670fb","YVtzBytpvRE","CNN","Nurse with coronavirus makes emotional plea",22680,"6:18","6 minutes, 18 seconds",2020-03-25T06:09:25.000Z,39600,121232,"false","true",40,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/YVtzBytpvRE/mqdefault.jpg","relevant"
40,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","f48099c4e50dd06210c6a3c94719fc03b38523f0","-qUJWFuKOG4","NBC News","Coronavirus: Number of Americans Testing Positive Skyrockets | NBC Nightly News",40380,"11:13","11 minutes, 13 seconds",2020-03-25T02:09:25.000Z,54000,1078,"false","true",41,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/-qUJWFuKOG4/mqdefault.jpg","relevant"
41,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","045e1f8da7454fccb353211e18b13a03373bd69a","6sOUg4Tg6kE","UrduPoint.com","What Is The Difference Between Normal Flu & Coronavirus? | Watch Important Video",31320,"8:42","8 minutes, 42 seconds",2020-03-18T17:09:25.000Z,604800,273081,"false","true",42,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/6sOUg4Tg6kE/mqdefault.jpg","relevant"
42,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","89bc15333cfbbc14ead9b50082c0d92509a044e4","_KfilpOdRYc","euronews (in English)","Italy suffocated by coronavirus: the story of patients and doctors in the grip of Covid-19",28920,"8:02","8 minutes, 2 seconds",2020-03-24T17:09:25.000Z,86400,126997,"false","true",43,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/_KfilpOdRYc/mqdefault.jpg","relevant"
43,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","13e765b3c39863f9a06d50a4d93cefebb7456901","MPONnXFCtCM","BBC News","Coronavirus: UK restrictions could last a year - BBC News",30780,"8:33","8 minutes, 33 seconds",2020-03-21T17:09:25.000Z,345600,871083,"false","true",44,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/MPONnXFCtCM/mqdefault.jpg","relevant"
44,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","9fde9579a0042e687022bad1a3eb586d63780307","uNOKmf9itXI","CBS News","Cuomo on coronavirus: We won’t put elderly at risk to boost the economy",19500,"5:25","5 minutes, 25 seconds",2020-03-24T17:09:25.000Z,86400,59975,"false","true",45,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/uNOKmf9itXI/mqdefault.jpg","relevant"
45,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","679a23eb6e2d634b66be66bee445f3e2064bda84","LWP1_Q065PQ","euronews (in English)","Italy suffocated by #coronavirus: the story of patients and doctors in the grip of Covid-19",28860,"8:01","8 minutes, 1 second",2020-03-20T17:09:25.000Z,432000,866377,"false","true",46,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/LWP1_Q065PQ/mqdefault.jpg","relevant"
46,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","3adea99f53ab46db8814777a5aad6c38222ecbb9","94dhDpPOdlU","Nine News Australia","Coronavirus: PM establishes National COVID-19 Coordination Commission  | Nine News Australia",97620,"27:07","27 minutes",2020-03-25T04:09:25.000Z,46800,172729,"false","true",47,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/94dhDpPOdlU/mqdefault.jpg","relevant"
47,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","56ea42d2110c1f95774939e9bca6b50dd94113ed","42fGBN9ckiE","ladyfish","🔴 USA Cases & Deaths Coronavirus Update - Stats & Real Time Data - COVID-19 LIVE","","","",2020-03-18T17:09:25.000Z,604800,569208,"false","true",48,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/42fGBN9ckiE/mqdefault.jpg","relevant"
48,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","3b9357c9e29f0a6007c7ed90141eab53ad6e0cd4","2sA_gQFZiPQ","NBC News","NBC Nightly News Broadcast (Full) - March 23rd, 2020 | NBC Nightly News",76200,"21:10","21 minutes",2020-03-24T19:09:25.000Z,79200,1197,"false","true",49,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/2sA_gQFZiPQ/mqdefault.jpg","linked"
